4368   0.2   -0.5   -2   250   
4556   0.2   -0.5   -2   150   
4701   0.2   -0.5   -2   150   
4898   0.2   -0.5   -2   150   
5299   0.2   -0.5   -2   150   
5304   0.2   -0.5   -2   170   
5470   0.2   -0.5   -2   150   
5473   0.2   -0.5   -2   150   
5477   0.2   -0.5   -2   150   
5486   0.2   -0.5   -2   150   
5489   0.2   -0.5   -2   150   
5512   0.2   -0.5   -2   150   
5526   0.2   -0.5   -2   150   
5563   0.2   -0.5   -2   150   
5567   0.2   -0.5   -2   150   
5568   0.2   -0.5   -2   150   
5585   0.2   -0.5   -2   150   
5591   0.2   -0.5   -2   150   
5606   0.2   -0.5   -2   150   
5609   0.2   -0.5   -2   150   
5621   0.2   -0.5   -2   150   
5624   0.2   -0.5   -2   150   
5629   0.2   -0.5   -2   150   
5632   0.2   -0.5   -2   150   
5649   0.2   -0.5   -2   150   
5654   0.2   -0.5   -2   150   
5697   0.2   -0.5   -2   150   
5701   0.2   -0.5   -2   150   
5704   0.2   -0.5   -2   150   
5711   0.2   -0.5   -2   150   
5731   0.2   -0.5   -2   150   
5773   0.2   -0.5   -2   170   
5989   0.2   -0.5   -2   150   
5995   0.2   -0.5   -2   170   
6115   0.2   -0.5   -2   150   
6124   0.2   -0.5   -2   150   
6157   0.2   -0.5   -2   150   
6168   0.2   -0.5   -2   150   
6198   0.2   -0.5   -2   150   
6235   0.2   -0.5   -2   150   
6249   0.2   -0.5   -2   150   
6266   0.2   -0.5   -2   150   
6274   0.2   -0.5   -2   150   
6329   0.2   -0.5   -2   150   
6336   0.2   -0.5   -2   150   
6349   0.2   -0.5   -2   150   
6350   0.2   -0.5   -2   150   
6353   0.2   -0.5   -2   150   
6380   0.2   -0.5   -2   150   
6389   0.2   -0.5   -2   170   
6390   0.2   -0.5   -2   150   
6397   0.2   -0.5   -2   150   
6404   0.2   -0.5   -2   150   
6414   0.2   -0.5   -2   150   
6453   0.2   -0.5   -2   200   
6454   0.2   -0.5   -2   150   
6472   0.2   -0.5   -2   150   
6476   0.2   -0.5   -2   150   
6525   0.2   -0.5   -2   150   
6526   0.2   -0.5   -2   150   
6539   0.2   -0.5   -2   150   
6560   0.2   -0.5   -2   150   
6570   0.2   -0.5   -2   150   
6576   0.2   -0.5   -2   150   
6581   0.2   -0.5   -2   150   
6587   0.2   -0.5   -2   170   
6593   0.2   -0.5   -2   150   
6609   0.2   -0.5   -2   150   
6615   0.2   -0.5   -2   150   
6617   0.2   -0.5   -2   150   
6618   0.2   -0.5   -2   150   
6629   0.2   -0.5   -2   170   
6630   0.2   -0.5   -2   150   
6642   0.2   -0.5   -2   150   
6665   0.2   -0.5   -2   170   
6694   0.2   -0.5   -2   150   
6744   0.2   -0.5   -2   150   
6763   0.2   -0.5   -2   150   
6891   0.2   -0.5   -2   150   
6892   0.2   -0.5   -2   150   
6904   0.2   -0.5   -2   150   
6944   0.2   -0.5   -2   150   
6963   0.2   -0.5   -2   150   
6985   0.2   -0.5   -2   170   
7012   0.2   -0.5   -2   150   
7028   0.2   -0.5   -2   150   
7170   0.2   -0.5   -2   170   
7236   0.2   -0.5   -2   150   
7240   0.2   -0.5   -2   150   
7247   0.2   -0.5   -2   150   
7248   0.2   -0.5   -2   150   
7277   0.2   -0.5   -2   170   
7281   0.2   -0.5   -2   150   
7285   0.2   -0.5   -2   150   
7295   0.2   -0.5   -2   150   
7301   0.2   -0.5   -2   170   
7310   0.2   -0.5   -2   150   
